Name,Market,Price,CategoryName,CaloriesPer100g,ProteinPer100g,CarbsPer100g,FatPer100g
Kaitatuya Doğal Nori 10 Yaprak Sushi Yosunu,Amazon,"299,00 TL",et-tavuk-ve-balik,30,2,7,0.30
Danet 400 gr Fermente Evlik Sucuk,Pazarama,"550,00 TL",et-tavuk-ve-balik,380,14,2,35
Başyazıcı 1 kg Sırt Pastırma,idefix,"2.355,37 TL",et-tavuk-ve-balik,200,30,3,5
Süper Kartal 90 g Tüp Ançues,Carrefour,"269,00 TL",et-tavuk-ve-balik,,,,
Apikoğlu 3x340 gr Dana Kangal Sucuk,Amazon,"1.900,00 TL",et-tavuk-ve-balik,380,14,2,35
Hana 380 gr Füme Salam,Amazon,"99,00 TL",et-tavuk-ve-balik,58,3,1,5
Molu Dana Kavurma 1 kg,Amazon,"2.450,00 TL",et-tavuk-ve-balik,250,26,0,20
Red Tiger 80 gr Surimi Kuyruk Istakoz,Amazon,"349,00 TL",et-tavuk-ve-balik,,,,
Red Tiger 80 gr Surimi Kuyruk Istakoz,Amazon,"349,00 TL",et-tavuk-ve-balik,,,,
Molu Et 200 gr Dana Çubuk Sucuk,Amazon,"325,00 TL",et-tavuk-ve-balik,432,16,2,40
Hana 3x200 gr Füme Salam,Amazon,"195,00 TL",et-tavuk-ve-balik,58,3,1,5
Alrayes 3x340 gr Piliç Salam,Amazon,"210,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Erşan 4x250 gr Kare Kavurma,Carrefour,"989,90 TL",et-tavuk-ve-balik,250,26,0,20
Namet 1 kg Dana Parmak Sucuk,Carrefour,"899,90 TL",et-tavuk-ve-balik,389,16,1.5,40
Moresea 500 gr Mezgit Dilim,Şok,"23,30 TL",et-tavuk-ve-balik,132,21,0.4,4.5
Erşan 250 gr Dana Kıyma Döner,Getir Büyük,"113,50 TL",et-tavuk-ve-balik,250,26,0,20
Şahin 180 gr Acısız Isıl İşlem Görmüş Kangal Sucuk,PttAVM,"254,21 TL",et-tavuk-ve-balik,380,14,2,35
Başyazıcı 500 gr Bonfile Pastırma,PttAVM,"1.455,64 TL",et-tavuk-ve-balik,200,30,3,5
Pınar 2x295 gr Hotdog Dana Sosis,idefix,"419,93 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 2x1 kg Dana Macar Salam,idefix,"1.244,53 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Pınar İllaki 2x240 gr Dana Sucuk,idefix,"454,93 TL",et-tavuk-ve-balik,432,16,2,40
Dardanel 3x75 gr 12 Adet Ayçiçek Yağlı Ton Balığı,Amazon,"499,90 TL",et-tavuk-ve-balik,193,24,0,11
Pınar 2x255 gr Kasap Dana Bratwurst Sosis,idefix,"577,90 TL",et-tavuk-ve-balik,250,26,0,20
Başyazıcı 250 gr Kayseri Sırt Pastırma,PttAVM,"585,11 TL",et-tavuk-ve-balik,200,30,3,5
Hana 4x380 gr Zeytinli Piliç Salam,Amazon,"299,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Otantik 500 gr Irişgirik Acısız Kayseri Sucuk,PttAVM,"640,00 TL",et-tavuk-ve-balik,432,16,2,40
Apikoğlu 5x70 gr Yüksek Proteinli Karabiberli Dana Kuru Et,Amazon,"1.120,00 TL",et-tavuk-ve-balik,185,35,0,5
Pınar 12x225 gr Klasik Dana Kangal Sucuk,PınarOnline,"2.691,00 TL",et-tavuk-ve-balik,380,14,2,35
Polonez 1 kg Füme Et,Carrefour,"2.290,00 TL",et-tavuk-ve-balik,129,25,0,3
Polonez 1 kg Fıstıklı Hindi Salam,Carrefour,"529,90 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 2x225 gr Soyulmuş Uzun Sosis,idefix,"356,93 TL",et-tavuk-ve-balik,,,,
Molu Et 250 gr Anadolu Usulü Kangal Sucuk,idefix,"346,00 TL",et-tavuk-ve-balik,380,14,2,35
Fümeci 500 gr Yağsız Hindi But Füme Jambon,PttAVM,"635,66 TL",et-tavuk-ve-balik,107,25,0,1
Danet 2 kg Hindi Jambon Blok,Pazarama,"1.100,00 TL",et-tavuk-ve-balik,107,25,0,1
Fümeci 250 gr Yağsız Hindi But Füme Jambon,PttAVM,"360,46 TL",et-tavuk-ve-balik,107,25,0,1
Gurmepark Yağsız 1 kg Hindi But Füme Jambon,idefix,"1.333,69 TL",et-tavuk-ve-balik,107,25,0,1
Gönbeler 1 kg Dana Eti Baton Sucuk,Amazon,"999,00 TL",et-tavuk-ve-balik,399,14,7,35
Ahmet İpek Sucukları Klasik Kangal Sucuk 1 kg,idefix,"1.250,00 TL",et-tavuk-ve-balik,380,14,2,35
Pınar 5x430 gr Hindi Uzun Sosis,idefix,"566,93 TL",et-tavuk-ve-balik,107,25,0,1
Fümeci Smokehouse 450 gr Dana Bratwurst Sosis,idefix,"727,81 TL",et-tavuk-ve-balik,250,26,0,20
Dardanel 5x4x75 gr Ton Balığı,PttAVM,"1.135,68 TL",et-tavuk-ve-balik,193,24,0,11
Beşler 55 gr Bi Lokma Macar Salam,Carrefour,"46,90 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Dardanel 8x140 gr Ekonomik Ton Balığı,PttAVM,"576,58 TL",et-tavuk-ve-balik,193,24,0,11
Gurmepark 500 gr Hindi Füme Göğüs Eti,idefix,"715,93 TL",et-tavuk-ve-balik,107,25,0,1
Gurmepark 1 kg Bingöl Soğuk Kavurma,idefix,"1.880,17 TL",et-tavuk-ve-balik,250,26,0,20
Molu Et 250 gr Coğrafi İşaretli Kayseri Yağlı Çemenli Antrikot Pastırma,idefix,"592,00 TL",et-tavuk-ve-balik,200,30,3,5
Yasin Sucukları 500 gr Seçme Dilimli Pastırma,Amazon,"798,00 TL",et-tavuk-ve-balik,200,30,3,5
Pınar 5x180 gr Şölen Dana Sucuk,idefix,"754,90 TL",et-tavuk-ve-balik,432,16,2,40
Pınar 5x1 kg Hindi Etli Salam,idefix,"1.991,43 TL",et-tavuk-ve-balik,107,25,0,1
Dardanel 250 gr Fish Finger,Carrefour,"139,99 TL",et-tavuk-ve-balik,185,14,13,8
Apikoğlu 100 gr Rose Beef Karabiberli,Carrefour,"2.279,90 TL",et-tavuk-ve-balik,,,,
Danet 1 kg Dana Sucuk Kangal Fermente,Pazarama,"1.200,00 TL",et-tavuk-ve-balik,432,16,2,40
Bonfilet 400 gr Dana Yemeklik Kuşbaşı,Getir Büyük,"265,99 TL",et-tavuk-ve-balik,250,26,0,20
Marex  400 gr Deniz Mahsullü Milanez,Carrefour,"389,00 TL",et-tavuk-ve-balik,,,,
Haket 500 gr Yağlı Kuzu Dana Kıyma,Hakmarekspress,"299,00 TL",et-tavuk-ve-balik,250,26,0,20
Gedik 250 gr Piliç Çok Tahıllı Bonfile,Getir Büyük,"84,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Doyum 225 gr Hindi Sucuk,PttAVM,"152,15 TL",et-tavuk-ve-balik,107,25,0,1
Dardanel Zeytinyağlı 2x140 gr x 2 Adet Ton Balığı,idefix,"500,00 TL",et-tavuk-ve-balik,193,24,0,11
"Molu 1,5 kg Anadolu Usulü Evlik Parmak Sucuk",idefix,"1.100,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Molu Et 250 gr Coğrafi İşaretli Kayseri Yağsız Çemenli Antrikot Pastırma,idefix,"472,00 TL",et-tavuk-ve-balik,200,30,3,5
Molu Et 250 gr Coğrafi İşaretli Kayseri Antrikot Çemensiz Yağlı Pastırma,idefix,"580,00 TL",et-tavuk-ve-balik,200,30,3,5
Kocaman 200 gr Deniz Ürünleri Salatası,Carrefour,"289,00 TL",et-tavuk-ve-balik,272,13,0,18
Gönbeler 1 kg Dana Eti + 1 kg Sucuk,Amazon,"1.448,00 TL",et-tavuk-ve-balik,432,16,2,40
Apikoğlu 560 gr Dana Parmak Sucuk,Amazon,"965,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Polonez 1 kg Kasap Sucuk,Carrefour,"1.199,90 TL",et-tavuk-ve-balik,432,16,2,40
Carrefour 200 gr Sade Hamsi Marine,Carrefour,"110,00 TL",et-tavuk-ve-balik,197,17,0,15
Fümeci 200 gr Dana Cotto,Carrefour,"2.599,90 TL",et-tavuk-ve-balik,250,26,0,20
Coşkun 300 gr Yarım Ay Dana Sucuk,Carrefour,"272,50 TL",et-tavuk-ve-balik,432,16,2,40
Lezita 270 gr Çıtır Kıtır Piliç Fileto,Carrefour,"74,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Fümeci 1 kg Kontrafile Füme,Carrefour,"2.819,90 TL",et-tavuk-ve-balik,,,,
Polonez 1 kg Füme Hindi Göğüs Eti,Carrefour,"899,90 TL",et-tavuk-ve-balik,107,25,0,1
Mirza 500 gr Dana İşkembe,Carrefour,"89,90 TL",et-tavuk-ve-balik,250,26,0,20
Maret Vakumlu Altın Sucuk 250 gr,Carrefour,"437,00 TL",et-tavuk-ve-balik,432,16,2,40
Kocaman 200 gr Deniz Ürünleri Salatası,Carrefour,"289,00 TL",et-tavuk-ve-balik,272,13,0,18
Namet 60 gr Dilimli Füme Hindi Salam,Hakmarekspress,"24,75 TL",et-tavuk-ve-balik,107,25,0,1
Yükseldi Sucukları 3 kg Dana Eti Sucuk,Amazon,"2.487,00 TL",et-tavuk-ve-balik,432,16,2,40
Dardanel 150 gr Zeytinyağlı Konserve Ton Balığı,Amazon,"216,99 TL",et-tavuk-ve-balik,193,24,0,11
Pınar 5x900 gr Büfe Dana Isıl Işlem Görmüş Sucuk,idefix,"1.876,90 TL",et-tavuk-ve-balik,432,16,2,40
Marex 400 gr Karides Bohça,Carrefour,"409,00 TL",et-tavuk-ve-balik,106,20,1,2
Glaze 500 gr Dondurulmuş Fileto Uskumru,Bim,"100,00 TL",et-tavuk-ve-balik,250,23,1,17
Ramiz 500 gr İnegöl Köfte,Bim,"189,00 TL",et-tavuk-ve-balik,250,26,0,20
500 gr Piliç Salam,Bim,"49,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Torku 3x50 gr Dilimli Macar Salam,Bim,"69,00 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Gedik 850 gr Büfe Piliç Salam,a101,"75,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Namet 140 gr Piliç Jambon,Carrefour,"367,43 TL",et-tavuk-ve-balik,165,31,0,3.6
Namet Baton 1 kg Sucuk,Carrefour,"1.219,90 TL",et-tavuk-ve-balik,432,16,2,40
Balık Dünyası 320 gr Jumbo Karides Şiş,Carrefour,"349,00 TL",et-tavuk-ve-balik,106,20,1,2
Fümeci 500 gr Italyan Salam,Carrefour,"2.499,90 TL",et-tavuk-ve-balik,354,21,0,30
Banvit 1 kg Piliç Kebaplık,Carrefour,"80,95 TL",et-tavuk-ve-balik,165,31,0,3.6
Banvit 1 kg Piliç Sosis Uzun,emekpazari,"117,16 TL",et-tavuk-ve-balik,165,31,0,3.6
Pınar 430 gr Hindi Uzun Sosis,emekpazari,"159,11 TL",et-tavuk-ve-balik,107,25,0,1
Tamek 3x210 gr Mısır Konservesi,emekpazari,"72,17 TL",et-tavuk-ve-balik,,,,
Gurmepark 1 kg Bingöl Soğuk Kavurma,idefix,"1.880,17 TL",et-tavuk-ve-balik,250,26,0,20
Molu Et 250 gr Coğrafi İşaretli Kayseri Yağlı Çemenli Antrikot Pastırma,idefix,"592,00 TL",et-tavuk-ve-balik,200,30,3,5
Yasin Sucukları 500 gr Seçme Dilimli Pastırma,Amazon,"798,00 TL",et-tavuk-ve-balik,200,30,3,5
Pınar 5x180 gr Şölen Dana Sucuk,idefix,"754,90 TL",et-tavuk-ve-balik,432,16,2,40
Apikoğlu 130 gr Çemeni Sıyrılmış Dana Pastırma,Carrefour,"335,75 TL",et-tavuk-ve-balik,200,30,3,5
Polonez 1 kg Kasap Sucuk,Carrefour,"1.199,90 TL",et-tavuk-ve-balik,432,16,2,40
Balık Dünyası 500 gr Dondurulmuş Yengeç Eti Surumi,Carrefour,"239,00 TL",et-tavuk-ve-balik,101,20,0,2
Polonez 1 kg Fıstıklı Macar Salam,Carrefour,"1.199,90 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Gurmepark 500 gr Sade Göden Sucuk,PttAVM,"697,44 TL",et-tavuk-ve-balik,432,16,2,40
Pınar Aç Bitir Hindi 170 gr Sosis,idefix,"100,00 TL",et-tavuk-ve-balik,107,25,0,1
COŞKUN Baton Sucuk 130 gr,PttAVM,"171,30 TL",et-tavuk-ve-balik,399,14,7,35
İkbal Cheddar Peynirli 300 gr Füme Dana Sosis,idefix,"570,00 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 500 gr Kasap Dana New York Steak,PınarOnline,"629,90 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 5x900 gr Büfe Dana Isıl Işlem Görmüş Sucuk,idefix,"1.876,90 TL",et-tavuk-ve-balik,432,16,2,40
Polonez 90 gr Dana Fıstıklı Salam,Getir Büyük,"69,99 TL",et-tavuk-ve-balik,58,3,1,5
Başyazıcı 350 gr Ziyafet Kangal Dana Sucuk,Getir Büyük,"359,99 TL",et-tavuk-ve-balik,432,16,2,40
Dardanel 40 gr Soğutulmuş Balık Somon Füme,Carrefour,"94,99 TL",et-tavuk-ve-balik,146,22,0,6
Pınar 3x460 gr Dana Büfe Sosis,idefix,"806,90 TL",et-tavuk-ve-balik,250,26,0,20
Balık Dünyası Yerli Dilim 500 gr Türk Somonu,Carrefour,"199,00 TL",et-tavuk-ve-balik,,,,
Sultan 400 gr Dana Kuzu İnegöl Köfte,Getir Büyük,"229,99 TL",et-tavuk-ve-balik,250,26,0,20
Hastavuk 1 kg Bütün Piliç,a101,"99,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Pınar 110 gr Gurme But Etli Hindi Füme,PınarOnline,"62,93 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 12x180 gr Şölen Dana Sucuk,PınarOnline,"1.358,10 TL",et-tavuk-ve-balik,432,16,2,40
Namet 300 gr Dana Baton Sucuk,Hakmarekspress,"142,50 TL",et-tavuk-ve-balik,399,14,7,35
Namet 60 gr Dilimli Füme Hindi Salam,Hakmarekspress,"24,75 TL",et-tavuk-ve-balik,107,25,0,1
Cumhuriyet 300 gr Evlik Dana Sucuk,Hakmarekspress,"255,00 TL",et-tavuk-ve-balik,432,16,2,40
Şampiyon 180 gr Kuzu Kokoreç,Hakmarekspress,"199,00 TL",et-tavuk-ve-balik,226,16,0,18
Gönbeler 500 gr Dana Eti Sucuk,Amazon,"599,00 TL",et-tavuk-ve-balik,432,16,2,40
Yükseldi Sucukları 3 kg Dana Eti Sucuk,Amazon,"2.487,00 TL",et-tavuk-ve-balik,432,16,2,40
COŞKUN 80 gr Çemensiz Pastırma,PttAVM,"461,47 TL",et-tavuk-ve-balik,200,30,3,5
Bolca 750 gr Hindi Göğüs Bütün Fileto,Carrefour,"361,90 TL",et-tavuk-ve-balik,107,25,0,1
Dardanel 150 gr Zeytinyağlı Konserve Ton Balığı,Amazon,"216,99 TL",et-tavuk-ve-balik,193,24,0,11
Banvit 1 kg Piliç Schnitzel,Carrefour,"289,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Cumhuriyet 250 gr Dana Kangal Fermente Sucuk,idefix,"350,00 TL",et-tavuk-ve-balik,432,16,2,40
Red Tiger 60 gr Karides Surimi,Amazon,"349,00 TL",et-tavuk-ve-balik,106,20,1,2
Pınar 500 gr Kasap Dana Dallas Steak,PınarOnline,"689,00 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 500 gr Kasap Dilimli Antrikot,PınarOnline,"649,90 TL",et-tavuk-ve-balik,165,20,0,9
Tarım Kredi 50 gr Dana Jambon,Tarım Kredi Kooperatifi,"14,50 TL",et-tavuk-ve-balik,250,26,0,20
By Keskin 800 gr Piliç Baget,Carrefour,"99,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Carrefour 200 gr Ahtapot Salatası,Carrefour,"225,00 TL",et-tavuk-ve-balik,82,15,2,1
Sultan Dana Kuzu Satır 400 gr Köfte,Getir Büyük,"229,99 TL",et-tavuk-ve-balik,250,26,0,20
Banvit 300 gr Piliç Baton Sucuk,Hakmarekspress,"49,50 TL",et-tavuk-ve-balik,399,14,7,35
Kocaman 200 gr Ayçicek Yağlı Palamut Lakerda,Carrefour,"169,00 TL",et-tavuk-ve-balik,,,,
Afyon Sucuk Lokum 3 kg Dana Eti Sucuk,PttAVM,"1.937,15 TL",et-tavuk-ve-balik,432,16,2,40
Bonfilet 400 gr Kuzu Dana Satır Köfte,Getir Büyük,"213,50 TL",et-tavuk-ve-balik,250,26,0,20
Tk 130 gr Ekmek Arası Sucuk,Tarım Kredi Kooperatifi,"93,90 TL",et-tavuk-ve-balik,265,9,49,3
Tk 100 gr Yemeklik Pastırma,Tarım Kredi Kooperatifi,"89,90 TL",et-tavuk-ve-balik,200,30,3,5
Erpiliç 1 kg Tabaklı Baget,Tarım Kredi Kooperatifi,"109,50 TL",et-tavuk-ve-balik,81,10,0,4
Erpiliç Tavuk Ciğer 1 kg,Tarım Kredi Kooperatifi,"64,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Keskinoğlu 1 kg Donuk Derili But Pirzola,Tarım Kredi Kooperatifi,"125,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Tarım Kredi 1 kg Kuzu But,Tarım Kredi Kooperatifi,"659,90 TL",et-tavuk-ve-balik,226,16,0,18
Tk 100 gr Dana Füme Kaburga,Tarım Kredi Kooperatifi,"129,90 TL",et-tavuk-ve-balik,250,26,0,20
Tk 100 gr Dana Füme Kuru Et,Tarım Kredi Kooperatifi,"165,90 TL",et-tavuk-ve-balik,185,35,0,5
Tk 380 gr Dana Isıl İşlem Görmüş Baton Sucuk,Tarım Kredi Kooperatifi,"175,00 TL",et-tavuk-ve-balik,399,14,7,35
Banvit 850 gr Baton Salam,Tarım Kredi Kooperatifi,"75,00 TL",et-tavuk-ve-balik,58,3,1,5
Beypiliç 1 kg Parmak Bonfile Piliç,Tarım Kredi Kooperatifi,"184,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Türkiye Tarım Kredi Kooperatifleri 50 gr Dilimli Dana Macar Salam,Tarım Kredi Kooperatifi,"22,00 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Beypiliç 360 gr Piliç Nugget,Tarım Kredi Kooperatifi,"53,90 TL",et-tavuk-ve-balik,48,2.5,2.5,3
Bakpi 1 kg Piliç Baget,Tarım Kredi Kooperatifi,"109,00 TL",et-tavuk-ve-balik,165,31,0,3.6
İzmir 1 kg Piliç Pirzola,Şok,"139,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Sultan Işıl İşlem Görmüş 250 gr Dilimli Sucuk,Şok,"129,00 TL",et-tavuk-ve-balik,432,16,2,40
Balık Dünyası 650 gr Temizlenmiş Hamsi,Şok,"135,00 TL",et-tavuk-ve-balik,197,17,0,15
Sultan Dana 250 gr Macar Salam,Şok,"99,00 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Sultan Isıl İşlem 250 gr Kangal Sucuk,Şok,"120,00 TL",et-tavuk-ve-balik,380,14,2,35
Erpiliç 700 gr Schnitzel Piliç,Şok,"89,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Lezita 60 gr Dilimli Hindi Füme,Şok,"19,00 TL",et-tavuk-ve-balik,107,25,0,1
Keskinoğlu 1 kg Tavuk Fileto,Şok,"210,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Aytaç Şipşak 60 gr Piliç Salam Dilimli,Şok,"13,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Sultan 400 gr Dana Kasap Sucuk,Şok,"239,00 TL",et-tavuk-ve-balik,432,16,2,40
Bolca 600 gr Hindi Bonfile,Carrefour,"357,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Aytaç 200 gr Dana Kangal Sucuk,Carrefour,"203,75 TL",et-tavuk-ve-balik,380,14,2,35
Dardanel 120 gr Susida Ton Wrap,Carrefour,"99,00 TL",et-tavuk-ve-balik,162,4,26,4
Dardanel 370 gr Sushida Boom Roll,Carrefour,"324,00 TL",et-tavuk-ve-balik,162,4,26,4
Banvit 1 kg Tabaklı Bütün Piliç,Tarım Kredi Kooperatifi,"92,25 TL",et-tavuk-ve-balik,165,31,0,3.6
Apikoğlu Kangal Vakumlu 210 gr Sucuk,Carrefour,"189,90 TL",et-tavuk-ve-balik,432,16,2,40
Carrefour 50 gr Hindi Füme,Carrefoursa,"19,95 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 250 gr Fermente Gurme Sucuk,Carrefour,"383,75 TL",et-tavuk-ve-balik,430,16,1.5,40
Lezita 1 kg Tabaklı Kalçalı But,Carrefour,"79,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Sultan 50 gr Piliç Dilim Salam,Carrefour,"19,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Gedik 1000 gr Tabaklı Baget,Carrefour,"149,90 TL",et-tavuk-ve-balik,81,10,0,4
Banvit 600 gr Tabaklı Kalçalı But,Carrefour,"188,40 TL",et-tavuk-ve-balik,165,31,0,3.6
Sultan 50 gr Hindi Füme Et,Carrefour,"28,90 TL",et-tavuk-ve-balik,129,25,0,3
Banvit 1 kg Piliç,Carrefour,"109,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Balık Dünyası 1 kg Panga Fileto,Carrefour,"299,00 TL",et-tavuk-ve-balik,88,20,1,0.4
Erşan 100 gr Kuru Et,Carrefour,"235,00 TL",et-tavuk-ve-balik,185,35,0,5
Beeves Etin En İyisi 500 gr Dana Kuşbaşı,Carrefour,"369,90 TL",et-tavuk-ve-balik,250,26,0,20
Erşan 1 kg Acılı Dana Kangal Sucuk,Carrefour,"599,90 TL",et-tavuk-ve-balik,380,14,2,35
Sultan 450 gr Çatal Sucuk,Şok,"239,00 TL",et-tavuk-ve-balik,432,16,2,40
İmren 1 kg Piliç But Izgara,Şok,"210,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Sultan 100 gr Çemeni Sıyrılmış Pastırma,Şok,"189,00 TL",et-tavuk-ve-balik,200,30,3,5
Balık Dünyası 500 gr Dilim Somon,Şok,"319,90 TL",et-tavuk-ve-balik,146,22,0,6
Keskinoğlu 1 kg Baget,Tarım Kredi Kooperatifi,"79,90 TL",et-tavuk-ve-balik,81,10,0,4
Lezita 800 gr Piliç Salam,Şok,"56,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Lezita 450 gr Piliç Baton Sucuk,Şok,"74,00 TL",et-tavuk-ve-balik,399,14,7,35
Namet 7/24 50 gr Fıstıklı Hindi Salam,Şok,"16,00 TL",et-tavuk-ve-balik,107,25,0,1
Doyfarm 1 kg Tabaklı Piliç Kanat Izgara,Şok,"199,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Tadpi 1 kg Piliç Bonfile,Şok,"210,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Namet 200 gr Pismis Dana Izgara Köfte,Şok,"86,90 TL",et-tavuk-ve-balik,250,26,0,20
Kocaman 500 gr Dondurulmuş Midye Eti,Şok,"185,00 TL",et-tavuk-ve-balik,86,14,3,3
Keskinoğlu 1 kg Kalçalı But,Şok,"79,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Kocaman 250 gr Surimi,Şok,"179,00 TL",et-tavuk-ve-balik,,,,
Aytaç 400 gr Fermente Dana Kangal Sucuk,Şok,"239,00 TL",et-tavuk-ve-balik,380,14,2,35
Tadpi 1 kg Piliç Baget,Şok,"109,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Banvit 450 gr Baton Piliç Sucuk,Şok,"67,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Tadpi 1 kg Piliç Ciğer,Şok,"59,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Aytaç 280 gr Hindi Mangal Sucuk,Şok,"89,00 TL",et-tavuk-ve-balik,107,25,0,1
Dardanel 120 gr Susida Somon Wrap,Carrefour,"99,00 TL",et-tavuk-ve-balik,162,4,26,4
Başyazıcı 100 gr İnan Kavurma,Carrefour,"99,90 TL",et-tavuk-ve-balik,250,26,0,20
Keskinoğlu 400 gr Dilimli Piliç Sucuk,a101,"57,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Baştacı 75 gr Mini Hindi Dilimli Salam,a101,"23,75 TL",et-tavuk-ve-balik,107,25,0,1
Banvit 400 gr Acılı Piliç Kebap,Şok,"52,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Namet 500 gr Dana Fermente Kangal Sucuk,a101,"269,00 TL",et-tavuk-ve-balik,380,14,2,35
Sultan 60 gr Piliç Füme Salam,a101,"19,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Lezita 800 gr Büfe Piliç Salam,Hakmarekspress,"69,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Lezita Nugget 300 gr,a101,"45,00 TL",et-tavuk-ve-balik,48,2.5,2.5,3
Cumhuriyet 120 gr Dana Kavurma,afyongıda,"190,00 TL",et-tavuk-ve-balik,250,26,0,20
Lezzetlim 120 gr Dilimli Pastırma,Şok,"169,00 TL",et-tavuk-ve-balik,200,30,3,5
Lezita 1 kg Kelebek Sırt Pirzola,Carrefour,"136,90 TL",et-tavuk-ve-balik,,,,
Tadpi 1 kg Bütün Piliç,Şok,"83,25 TL",et-tavuk-ve-balik,165,31,0,3.6
Hastavuk 1 kg Piliç Pirzola,a101,"129,75 TL",et-tavuk-ve-balik,165,31,0,3.6
Özlem 70 gr Dana Füme Dil,Şok,"99,90 TL",et-tavuk-ve-balik,282,19,0,22
Pınar Aç Bitir 50 gr Fıstıklı Macar Salam,Şok,"28,75 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Erpiliç 250 gr Piliç Salam,a101,"31,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Beşler Et Gıda 400 gr Yağsız Dana Kıyma,a101,"259,00 TL",et-tavuk-ve-balik,250,26,0,20
Dardanel 150 gr Zeytinyağlı Konserve Ton Balığı,Amazon,"216,99 TL",et-tavuk-ve-balik,193,24,0,11
Türkiye Tarım Kredi Kooperatifleri 1 kg Fermente Dana Kangal Sucuk,Tarım Kredi Kooperatifi,"541,90 TL",et-tavuk-ve-balik,380,14,2,35
Erpiliç 1 kg Taze Tabak Bonfile,Tarım Kredi Kooperatifi,"199,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Tk 380 gr Dana Isıl İşlem Görmüş Baton Sucuk,Tarım Kredi Kooperatifi,"175,00 TL",et-tavuk-ve-balik,399,14,7,35
Gedik 700 gr Piliç Cordon Bleu,a101,"59,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Baştacı 350 gr Dana Baton Sucuk,a101,"162,50 TL",et-tavuk-ve-balik,399,14,7,35
Fümeci Smokehouse 500 gr %100 Dana Fermente İspanyol Sucuk Acılı Chorizo,idefix,"1.137,67 TL",et-tavuk-ve-balik,432,16,2,40
Fümeci Smokehouse 500 gr Kafkas Usulü Kuru Et Füme,idefix,"1.523,77 TL",et-tavuk-ve-balik,185,35,0,5
Gedik 400 gr Piliç Dilimli Sucuk,a101,"57,50 TL",et-tavuk-ve-balik,165,31,0,3.6
Namet 280 gr Dana Kangal Sucuk,a101,"148,50 TL",et-tavuk-ve-balik,380,14,2,35
Lezita 450 gr Piliç Baton Sucuk,Şok,"74,00 TL",et-tavuk-ve-balik,399,14,7,35
Namet 7/24 50 gr Fıstıklı Hindi Salam,Şok,"16,00 TL",et-tavuk-ve-balik,107,25,0,1
Doyfarm 1 kg Tabaklı Piliç Kanat Izgara,Şok,"199,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Tadpi 1 kg Piliç Bonfile,Şok,"210,00 TL",et-tavuk-ve-balik,165,31,0,3.6
